date,district,market,commodity,variety,min_price,max_price,modal_price
2024-01-08,Nashik,Lasalgaon(Niphad),Onion,Red,1000,1861,1790.0
2024-01-08,Nashik,Yeola,Onion,Red,650,1880,1725.0
2024-01-08,Nashik,Kalvan,Onion,Other,1600,2255,1700.0
2024-01-08,Ahmednagar,Newasa(Ghodegaon),Onion,Red,400,1900,1500.0
2024-01-08,Mumbai,Vashi New Mumbai,Onion,Other,1500,2300,1900.0
2024-01-08,Nashik,Nandgaon,Onion,Red,100,1825,1571.0
2024-01-08,Nashik,Kalvan,Onion,Red,700,2030,1451.0
2024-01-08,Pune,Pune(Moshi),Onion,Local,500,1500,1000.0
2024-01-08,Sangli,Vita,Onion,Other,1000,2200,1550.0
2024-01-08,Nashik,Chandvad,Onion,Red,852,1953,1750.0
2024-01-08,Pune,Pune(Manjri),Onion,Local,1300,2200,1700.0
2024-01-08,Ahmednagar,Shevgaon,Onion,Other,300,800,800.0
2024-01-08,Sholapur,Barshi,Onion,Other,300,2000,1250.0
2024-01-08,Ahmednagar,Sangamner,Onion,Red,200,2300,1300.0
2024-01-08,Nashik,Nasik,Onion,Pole,650,2300,1750.0
2024-01-08,Dhule,Sakri,Onion,Red,1000,1680,1500.0
2024-01-09,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,600,2000,1750.0
2024-01-09,Dhule,Sakri,Onion,Red,1000,1800,1600.0
2024-01-09,Ahmednagar,Rahata,Onion,Red,600,2100,1750.0
2024-01-09,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,300,2100,1200.0
2024-01-09,Akola,Akola,Onion,Other,1400,2200,2000.0
2024-01-09,Kolhapur,Kolhapur,Onion,Other,500,3200,1600.0
2024-01-09,Satara,Karad,Onion,Other,1000,2400,2400.0
2024-01-09,Dhule,Dhule,Onion,Red,400,1400,1150.0
2024-01-09,Sholapur,Solapur,Onion,Red,100,2400,1400.0
2024-01-09,Ahmednagar,Sangamner,Onion,Red,300,2300,1300.0
2024-01-09,Nashik,Lasalgaon,Onion,Red,900,2101,1900.0
2024-01-09,Nashik,Chandvad,Onion,Red,811,1952,1800.0
2024-01-09,Ahmednagar,Jamkhed,Onion,Local,200,2000,1100.0
2024-01-09,Nashik,Manmad,Onion,Red,200,2111,1850.0
2024-01-09,Satara,Vai,Onion,Local,1000,3000,2000.0
2024-01-09,Nashik,Kalvan,Onion,Red,800,2190,1501.0
2024-01-09,Pune,Junnar(Alephata),Onion,Other,1000,2710,2000.0
2024-01-09,Raigad,Karjat(Raigad),Onion,1st Sort,500,2000,1400.0
2024-01-09,Ahmednagar,Pathardi,Onion,Red,300,1750,1300.0
2024-01-09,Nagpur,Nagpur,Onion,White,1600,2200,2050.0
2024-01-09,Pune,Khed(Chakan),Onion,Other,1000,2200,1900.0
2024-01-09,Nashik,Nasik,Onion,Pole,500,2100,1700.0
2024-01-09,Chandrapur,Chandrapur(Ganjwad),Onion,Other,2000,3000,2500.0
2024-01-09,Pune,Pune,Onion,Local,700,2100,1400.0
2024-01-09,Nashik,Nampur,Onion,Red,100,1960,1700.0
2024-01-09,Pune,Pune(Manjri),Onion,Local,1300,2200,1700.0
2024-01-09,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,600,2200,1400.0
2024-01-09,Sholapur,Kurdwadi(Modnimb),Onion,Red,300,1750,1200.0
2024-01-09,Nashik,Umrane,Onion,Red,721,2013,1750.0
2024-01-09,Nashik,Nandgaon,Onion,Red,400,1899,1650.0
2024-01-09,Kolhapur,Vadgaonpeth,Onion,Local,1200,2000,1500.0
2024-01-09,Ahmednagar,Kopargaon,Onion,Red,500,2041,1875.0
2024-01-09,Nashik,Lasalgaon(Niphad),Onion,Red,1000,2000,1875.0
2024-01-09,Nashik,Sinner,Onion,Red,500,1900,1725.0
2024-01-09,Nashik,Umrane,Onion,Other,551,1844,1550.0
2024-01-09,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,400,1800,1100.0
2024-01-09,Nashik,Pimpalgaon,Onion,Pole,400,2191,1800.0
2024-01-09,Jalgaon,Jalgaon,Onion,Red,725,1850,1340.0
2024-01-09,Nagpur,Kamthi,Onion,Local,1500,2500,2000.0
2024-01-09,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,1100,1950,1100.0
2024-01-09,Nashik,Lasalgaon(Vinchur),Onion,Red,900,2068,1900.0
2024-01-09,Mumbai,Vashi New Mumbai,Onion,Other,1500,2200,1850.0
2024-01-09,Jalgaon,Bhusaval,Onion,Red,1000,1500,1200.0
2024-01-09,Pune,Manchar,Onion,Other,1200,2500,1850.0
2024-01-09,Nagpur,Nagpur,Onion,Red,1500,2200,2025.0
2024-01-09,Pune,Pune(Moshi),Onion,Local,500,1500,1000.0
2024-01-09,Ahmednagar,Kopargaon,Onion,Other,500,1500,1300.0
2024-01-09,Buldhana,Malkapur,Onion,Local,800,2000,1400.0
2024-01-09,Satara,Satara,Onion,Other,1000,2100,1550.0
2024-01-09,Nashik,Devala,Onion,Red,200,1965,1825.0
2024-01-09,Pune,Pune(Khadiki),Onion,Local,1500,1800,1650.0
2024-01-10,Ahmednagar,Sangamner,Onion,Red,200,2300,1250.0
2024-01-10,Nashik,Dindori(Vani),Onion,Red,1501,2100,1801.0
2024-01-10,Pune,Baramati,Onion,Red,500,2930,1700.0
2024-01-10,Nashik,Nasik,Onion,Other,450,2051,1675.0
2024-01-10,Pune,Khed(Chakan),Onion,Other,1000,2100,1500.0
2024-01-10,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,500,1951,1730.0
2024-01-10,Nashik,Lasalgaon(Niphad),Onion,Red,901,1960,1870.0
2024-01-10,Jalgaon,Jalgaon,Onion,Red,575,1875,1082.0
2024-01-10,Jalgaon,Bhusaval,Onion,Red,700,1500,1000.0
2024-01-10,Satara,Satara,Onion,Other,1000,2100,1550.0
2024-01-10,Pune,Pune(Pimpri),Onion,Local,1400,1600,1500.0
2024-01-10,Kolhapur,Vadgaonpeth,Onion,Local,1200,2000,1500.0
2024-01-10,Kolhapur,Kolhapur,Onion,Other,500,2000,1400.0
2024-01-10,Dhule,Shirpur,Onion,Red,200,2025,1400.0
2024-01-10,Mumbai,Vashi New Mumbai,Onion,Other,1600,2400,2000.0
2024-01-10,Nashik,Nampur,Onion,Red,100,1960,1600.0
2024-01-10,Sholapur,Akluj,Onion,Other,500,2200,1500.0
2024-01-10,Nashik,Umrane,Onion,Red,751,2000,1800.0
2024-01-10,Sholapur,Mangal Wedha,Onion,Local,300,1900,1400.0
2024-01-10,Chandrapur,Chandrapur(Ganjwad),Onion,Other,2000,3000,2500.0
2024-01-10,Pune,Pune,Onion,Local,700,2200,1450.0
2024-01-10,Pune,Junnar(Narayangaon),Onion,Other,500,2500,1500.0
2024-01-10,Dharashiv(Usmanabad),Dharashiv,Onion,Red,500,1600,1050.0
2024-01-10,Nagpur,Kamthi,Onion,Local,1500,2500,2000.0
2024-01-10,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,1100,1990,1750.0
2024-01-10,Dhule,Sakri,Onion,Red,1170,2000,1550.0
2024-01-10,Nashik,Manmad,Onion,Red,410,2079,1800.0
2024-01-10,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,300,2000,1150.0
2024-01-10,Nashik,Lasalgaon(Vinchur),Onion,Red,800,2000,1875.0
2024-01-10,Ahmednagar,Kopargaon,Onion,Red,500,2001,1875.0
2024-01-10,Akola,Akola,Onion,Other,1400,2200,2000.0
2024-01-10,Nashik,Nandgaon,Onion,Red,175,1909,1675.0
2024-01-10,Raigad,Karjat(Raigad),Onion,1st Sort,800,2000,1500.0
2024-01-10,Nashik,Pimpalgaon,Onion,Pole,500,2151,1850.0
2024-01-10,Nashik,Lasalgaon,Onion,Red,851,2099,1861.0
2024-01-10,Ahmednagar,Parner,Onion,Red,300,2500,1575.0
2024-01-10,Raigad,Pen,Onion,Red,3200,3400,3200.0
2024-01-10,Nashik,Yeola,Onion,Red,500,1950,1800.0
2024-01-10,Dhule,Dhule,Onion,Red,150,2000,1400.0
2024-01-10,Pune,Pune(Manjri),Onion,Local,1300,2200,1700.0
2024-01-10,Ahmednagar,Kopargaon,Onion,Other,500,1015,900.0
2024-01-10,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,100,1800,950.0
2024-01-10,Nashik,Satana,Onion,Red,300,1955,1540.0
2024-01-10,Ahmednagar,Shrigonda,Onion,Other,500,2100,1700.0
2024-01-10,Nashik,Chandvad,Onion,Red,900,2059,1880.0
2024-01-10,Nashik,Satana,Onion,Other,300,2230,1655.0
2024-01-10,Nashik,Devala,Onion,Red,305,2040,1850.0
2024-01-10,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,500,2000,1250.0
2024-01-10,Pune,Pune(Khadiki),Onion,Local,1600,2200,1900.0
2024-01-11,Nagpur,Nagpur,Onion,Red,1500,2200,2025.0
2024-01-11,Ahmednagar,Akole,Onion,Other,150,2111,1551.0
2024-01-11,Kolhapur,Kolhapur,Onion,Other,500,3000,1500.0
2024-01-11,Nashik,Devala,Onion,Red,450,2060,1875.0
2024-01-11,Nashik,Pimpalgaon,Onion,Pole,400,2131,1750.0
2024-01-11,Ahmednagar,Rahuri(Vambori),Onion,Red,200,2200,1400.0
2024-01-11,Nagpur,Ramtek,Onion,Other,1800,2000,1900.0
2024-01-11,Akola,Akola,Onion,Other,1500,2300,2000.0
2024-01-11,Pune,Junnar(Narayangaon),Onion,Other,700,2800,1500.0
2024-01-11,Pune,Khed(Chakan),Onion,Other,1000,2000,1700.0
2024-01-11,Nashik,Nandgaon,Onion,Red,260,1871,1625.0
2024-01-11,Nashik,Sinner,Onion,Red,500,1900,1650.0
2024-01-11,Nagpur,Nagpur,Onion,White,1600,2200,2050.0
2024-01-11,Nashik,Kalvan,Onion,Red,800,2155,1500.0
2024-01-11,Pune,Junnar,Onion,Other,700,2000,1300.0
2024-01-11,Dhule,Sakri,Onion,Red,1000,1465,1200.0
2024-01-11,Sholapur,Pandharpur,Onion,Red,200,2300,1500.0
2024-01-11,Buldhana,Malkapur,Onion,Local,800,1750,1400.0
2024-01-11,Nashik,Manmad,Onion,Red,200,1913,1700.0
2024-01-11,Ahmednagar,Sangamner,Onion,Red,300,2400,1350.0
2024-01-11,Pune,Pune,Onion,Local,600,2000,1300.0
2024-01-11,Chattrapati Sambhajinagar,Lasur Station,Onion,Other,800,1960,1675.0
2024-01-11,Dhule,Dhule,Onion,Red,100,1850,1500.0
2024-01-11,Satara,Lonand,Onion,Other,500,2100,1500.0
2024-01-11,Nashik,Lasalgaon(Niphad),Onion,Red,800,1950,1850.0
2024-01-11,Raigad,Karjat(Raigad),Onion,1st Sort,300,2000,1200.0
2024-01-11,Nashik,Yeola,Onion,Red,450,1877,1700.0
2024-01-11,Nashik,Umrane,Onion,Red,701,1975,1700.0
2024-01-11,Sholapur,Kurdwadi(Modnimb),Onion,Red,200,1800,1200.0
2024-01-11,Nashik,Nampur,Onion,Red,100,1910,1600.0
2024-01-11,Pune,Pune(Moshi),Onion,Local,400,1500,950.0
2024-01-11,Nashik,Lasalgaon(Vinchur),Onion,Red,800,2000,1800.0
2024-01-11,Nagpur,Kamthi,Onion,Local,1500,2500,2000.0
2024-01-11,Nashik,Nasik,Onion,Pole,650,2200,1750.0
2024-01-11,Pune,Junnar(Otur),Onion,Other,1000,2410,1800.0
2024-01-11,Jalgaon,Bhusaval,Onion,Red,800,1500,1100.0
2024-01-11,Mumbai,Vashi New Mumbai,Onion,Other,1500,2300,1900.0
2024-01-11,Nashik,Lasalgaon,Onion,Red,600,2081,1800.0
2024-01-11,Ahmednagar,Kopargaon,Onion,Red,500,2003,1875.0
2024-01-11,Pune,Manchar,Onion,Other,1000,3000,2000.0
2024-01-11,Satara,Karad,Onion,Other,1300,1800,1800.0
2024-01-11,Sangli,Vita,Onion,Other,1000,2000,1500.0
2024-01-11,Pune,Pune(Manjri),Onion,Local,1300,2000,1700.0
2024-01-11,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,1000,2100,1600.0
2024-01-11,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,300,2000,1150.0
2024-01-11,Ahmednagar,Kopargaon,Onion,Other,1599,1599,1599.0
2024-01-11,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,400,2400,1400.0
2024-01-12,Mumbai,Vashi New Mumbai,Onion,Other,1400,2200,1800.0
2024-01-12,Jalgaon,Bhusaval,Onion,Red,1000,1500,1200.0
2024-01-12,Nashik,Lasalgaon,Onion,Red,700,2040,1770.0
2024-01-12,Nagpur,Kamthi,Onion,Local,1500,2500,2000.0
2024-01-12,Nashik,Sinner,Onion,Red,500,1839,1600.0
2024-01-12,Jalgaon,Jalgaon,Onion,Red,375,1787,1300.0
2024-01-12,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,500,2000,1250.0
2024-01-12,Ahmednagar,Shrigonda,Onion,Other,200,2000,1400.0
2024-01-12,Pune,Junnar(Narayangaon),Onion,Other,1000,2000,1500.0
2024-01-12,Nashik,Lasalgaon(Niphad),Onion,Red,1125,1901,1750.0
2024-01-12,Ahmednagar,Kopargaon,Onion,Red,500,1850,1675.0
2024-01-12,Pune,Pune(Manjri),Onion,Local,1300,1700,1500.0
2024-01-12,Dhule,Dhule,Onion,Red,160,1810,1400.0
2024-01-12,Nashik,Manmad,Onion,Red,400,1872,1650.0
2024-01-12,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,400,2100,1250.0
2024-01-12,Pune,Khed(Chakan),Onion,Other,1000,2000,1500.0
2024-01-12,Pune,Pune(Moshi),Onion,Local,400,1800,1100.0
2024-01-12,Kolhapur,Vadgaonpeth,Onion,Local,1000,2000,1500.0
2024-01-12,Ahmednagar,Rahata,Onion,Red,200,2000,1500.0
2024-01-12,Nashik,Satana,Onion,Other,600,1975,1615.0
2024-01-12,Nashik,Chandvad,Onion,Red,1000,1975,1770.0
2024-01-12,Dharashiv(Usmanabad),Dharashiv,Onion,Red,1000,1800,1400.0
2024-01-12,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,500,1826,1650.0
2024-01-12,Sholapur,Akluj,Onion,Other,500,2050,1500.0
2024-01-12,Pune,Junnar(Alephata),Onion,Other,1000,2710,2000.0
2024-01-12,Sholapur,Solapur,Onion,Red,100,3200,1400.0
2024-01-12,Sholapur,Mangal Wedha,Onion,Local,350,1690,1400.0
2024-01-12,Nashik,Yeola,Onion,Red,400,1850,1650.0
2024-01-12,Dhule,Sakri,Onion,Red,1100,1900,1505.0
2024-01-12,Chattrapati Sambhajinagar,Lasur Station,Onion,Other,520,1890,1575.0
2024-01-12,Nashik,Satana,Onion,Red,200,2015,1665.0
2024-01-12,Raigad,Karjat(Raigad),Onion,1st Sort,500,2000,1500.0
2024-01-12,Nashik,Dindori(Vani),Onion,Red,1501,2222,1725.0
2024-01-12,Nashik,Devala,Onion,Red,400,2065,1875.0
2024-01-12,Kolhapur,Kolhapur,Onion,Other,500,2500,1500.0
2024-01-12,Nashik,Pimpalgaon,Onion,Pole,400,2122,1750.0
2024-01-12,Nashik,Umrane,Onion,Red,751,1961,1700.0
2024-01-12,Ahmednagar,Sangamner,Onion,Red,200,2300,1250.0
2024-01-12,Pune,Pune(Khadiki),Onion,Local,1800,2200,2000.0
2024-01-12,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,900,1790,1600.0
2024-01-12,Akola,Akola,Onion,Other,1400,2300,2000.0
2024-01-12,Ahmednagar,Rahuri,Onion,Other,100,1900,1000.0
2024-01-12,Nashik,Nandgaon,Onion,Red,200,1813,1591.0
2024-01-12,Nashik,Nampur,Onion,Red,100,1940,1700.0
2024-01-12,Nashik,Nasik,Onion,Pole,500,2100,1725.0
2024-01-12,Nashik,Kalvan,Onion,Red,800,2365,1550.0
2024-01-12,Nashik,Lasalgaon(Vinchur),Onion,Red,800,1952,1775.0
2024-01-13,Nashik,Chandvad,Onion,Red,900,1961,1730.0
2024-01-13,Nashik,Lasalgaon(Niphad),Onion,Red,900,1832,1751.0
2024-01-13,Nashik,Yeola,Onion,Red,500,1781,1600.0
2024-01-13,Ahmednagar,Newasa(Ghodegaon),Onion,Red,500,2000,1600.0
2024-01-13,Nashik,Lasalgaon(Vinchur),Onion,Red,800,1941,1750.0
2024-01-13,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,600,2000,1300.0
2024-01-13,Akola,Akola,Onion,Other,1500,2200,2000.0
2024-01-13,Pune,Pune(Manjri),Onion,Local,1300,2200,1700.0
2024-01-13,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,200,2000,1100.0
2024-01-13,Nashik,Nasik,Onion,Pole,500,2100,1700.0
2024-01-13,Nagpur,Nagpur,Onion,White,1600,2200,2050.0
2024-01-13,Pune,Pune(Khadiki),Onion,Local,1500,2000,1750.0
2024-01-13,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,600,1800,1600.0
2024-01-13,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,400,2300,1350.0
2024-01-13,Jalgaon,Bhusaval,Onion,Red,800,1200,1000.0
2024-01-13,Satara,Satara,Onion,Other,1000,1900,1500.0
2024-01-13,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,1000,1765,1600.0
2024-01-13,Pune,Pune(Moshi),Onion,Local,500,1500,1000.0
2024-01-13,Mumbai,Vashi New Mumbai,Onion,Other,1400,2200,1800.0
2024-01-13,Ahmednagar,Kopargaon,Onion,Red,500,1801,1675.0
2024-01-13,Nashik,Dindori(Vani),Onion,Red,1451,2280,1675.0
2024-01-13,Pune,Junnar(Narayangaon),Onion,Other,300,2000,1500.0
2024-01-13,Nashik,Lasalgaon,Onion,Red,800,1925,1740.0
2024-01-13,Dhule,Sakri,Onion,Red,800,1800,1550.0
2024-01-13,Pune,Baramati,Onion,Red,700,2700,2000.0
2024-01-13,Dhule,Dhule,Onion,Red,160,1810,1400.0
2024-01-13,Chattrapati Sambhajinagar,Lasur Station,Onion,Other,500,1880,1500.0
2024-01-13,Raigad,Karjat(Raigad),Onion,1st Sort,400,1800,1200.0
2024-01-13,Nashik,Pimpalgaon,Onion,Pole,400,2091,1725.0
2024-01-13,Kolhapur,Kolhapur,Onion,Other,500,2200,1500.0
2024-01-13,Dharashiv(Usmanabad),Dharashiv,Onion,Red,900,1500,1200.0
2024-01-13,Ahmednagar,Jamkhed,Onion,Local,200,2100,1150.0
2024-01-13,Dhule,Shirpur,Onion,Red,300,2175,1500.0
2024-01-13,Ahmednagar,Rahuri(Vambori),Onion,Red,200,2000,1300.0
2024-01-13,Nashik,Manmad,Onion,Red,300,1819,1650.0
2024-01-13,Nagpur,Nagpur,Onion,Red,1500,2200,2025.0
2024-01-14,Ahmednagar,Rahuri,Onion,Red,100,2200,1150.0
2024-01-14,Pune,Pune(Moshi),Onion,Local,400,1500,950.0
2024-01-14,Raigad,Karjat(Raigad),Onion,1st Sort,500,1800,1100.0
2024-01-14,Pune,Junnar(Narayangaon),Onion,Other,300,2400,1500.0
2024-01-14,Ahmednagar,Parner,Onion,Red,300,2200,1475.0
2024-01-14,Satara,Satara,Onion,Other,1000,1900,1500.0
2024-01-14,Satara,Vai,Onion,Local,1000,2500,1750.0
2024-01-14,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,300,2200,1250.0
2024-01-14,Pune,Pune(Manjri),Onion,Local,1300,2200,1700.0
2024-01-14,Pune,Junnar,Onion,Other,1000,2100,1500.0
2024-01-14,Pune,Junnar(Alephata),Onion,Other,900,2400,1700.0
2024-01-14,Ahmednagar,Pathardi,Onion,Red,300,1800,1200.0
2024-01-14,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,900,1685,1550.0
2024-01-14,Jalgaon,Bhusaval,Onion,Red,700,1200,1000.0
2024-01-14,Ahmednagar,Rahata,Onion,Other,200,1900,1450.0
2024-01-14,Pune,Junnar(Otur),Onion,Other,1000,2300,1800.0
2024-01-14,Beed,Kada,Onion,Red,200,1850,1450.0
2024-01-14,Pune,Pune,Onion,Local,600,2000,1300.0
2024-01-14,Dharashiv(Usmanabad),Dharashiv,Onion,Red,500,1500,1000.0
2024-01-14,Sholapur,Akluj,Onion,Other,500,2400,1800.0
2024-01-14,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,500,2000,1250.0
2024-01-15,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,500,2200,1350.0
2024-01-15,Sholapur,Kurdwadi(Modnimb),Onion,Red,300,1761,1000.0
2024-01-15,Raigad,Pen,Onion,Red,3000,3200,3000.0
2024-01-15,Ahmednagar,Shevgaon,Onion,1st Sort,1400,1900,1400.0
2024-01-15,Nashik,Pimpalgaon,Onion,Pole,300,2056,1650.0
2024-01-15,Nashik,Manmad,Onion,Red,300,1708,1600.0
2024-01-15,Pune,Baramati,Onion,Red,500,2800,2000.0
2024-01-15,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,200,1700,950.0
2024-01-15,Kolhapur,Kolhapur,Onion,Other,500,2700,1500.0
2024-01-15,Nashik,Nasik,Onion,Pole,600,2001,1750.0
2024-01-15,Mumbai,Vashi New Mumbai,Onion,Other,1400,2200,1800.0
2024-01-15,Pune,Pune,Onion,Local,700,2100,1400.0
2024-01-15,Chattrapati Sambhajinagar,Lasur Station,Onion,Other,655,1750,1475.0
2024-01-15,Nashik,Sinner,Onion,Red,300,1655,1400.0
2024-01-15,Ahmednagar,Ahmednagar,Onion,Red,100,2000,1450.0
2024-01-15,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,900,1800,1400.0
2024-01-15,Nashik,Lasalgaon(Vinchur),Onion,Red,600,1800,1650.0
2024-01-15,Ahmednagar,Newasa(Ghodegaon),Onion,Red,500,1900,1600.0
2024-01-15,Sangli,Vita,Onion,Other,1000,2000,1750.0
2024-01-15,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,500,1631,1500.0
2024-01-15,Ahmednagar,Shevgaon,Onion,2nd Sort,1000,1300,1000.0
2024-01-15,Pune,Pune(Pimpri),Onion,Local,1600,1600,1600.0
2024-01-15,Pune,Pune(Khadiki),Onion,Local,1500,2000,1750.0
2024-01-15,Ahmednagar,Shevgaon,Onion,Other,200,900,900.0
2024-01-15,Satara,Satara,Onion,Other,1000,1900,1500.0
2024-01-15,Pune,Junnar(Narayangaon),Onion,Other,700,2250,1500.0
2024-01-15,Akola,Akola,Onion,Other,1000,2000,1700.0
2024-01-15,Ahmednagar,Sangamner,Onion,Red,200,2121,1160.0
2024-01-15,Pune,Pune(Moshi),Onion,Local,400,1500,950.0
2024-01-15,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,600,2000,1300.0
2024-01-15,Ahmednagar,Shrigonda,Onion,Other,300,2000,1700.0
2024-01-15,Nashik,Lasalgaon,Onion,Red,800,2051,1680.0
2024-01-15,Nagpur,Kamthi,Onion,Local,1500,2500,2000.0
2024-01-15,Sholapur,Mangal Wedha,Onion,Local,200,2000,1500.0
2024-01-15,Nashik,Lasalgaon(Niphad),Onion,Red,951,1732,1580.0
2024-01-16,Jalgaon,Bhusaval,Onion,Red,700,1200,1000.0
2024-01-16,Ahmednagar,Rahata,Onion,Red,500,1900,1550.0
2024-01-16,Pune,Pune(Khadiki),Onion,Local,1500,2000,1750.0
2024-01-16,Akola,Akola,Onion,Other,1000,2000,1800.0
2024-01-16,Dhule,Dhule,Onion,Red,160,1810,1400.0
2024-01-16,Nashik,Nasik,Onion,Pole,550,2051,1701.0
2024-01-16,Nashik,Lasalgaon(Niphad),Onion,Red,950,1701,1600.0
2024-01-16,Ahmednagar,Akole,Onion,Red,350,2000,1700.0
2024-01-16,Jalgaon,Yawal,Onion,Red,500,900,650.0
2024-01-16,Sholapur,Pandharpur,Onion,Red,200,2300,1600.0
2024-01-16,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,400,2200,1300.0
2024-01-16,Satara,Phaltan,Onion,Hybrid,300,2300,1500.0
2024-01-16,Ahmednagar,Rahuri,Onion,Other,100,1900,1000.0
2024-01-16,Nashik,Lasalgaon,Onion,Red,800,1848,1625.0
2024-01-16,Buldhana,Malkapur,Onion,Local,700,1590,1400.0
2024-01-16,Pune,Pune(Moshi),Onion,Local,500,1200,850.0
2024-01-16,Nashik,Lasalgaon(Vinchur),Onion,Red,700,1875,1600.0
2024-01-16,Jalgaon,Jalgaon,Onion,Red,426,1582,1000.0
2024-01-16,Chandrapur,Chandrapur(Ganjwad),Onion,Other,1800,2500,2000.0
2024-01-16,Nagpur,Nagpur,Onion,Red,1500,2000,1875.0
2024-01-16,Ahmednagar,Sangamner,Onion,Red,200,2000,1100.0
2024-01-16,Ahmednagar,Pathardi,Onion,Red,200,1600,1200.0
2024-01-16,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,700,2000,1350.0
2024-01-16,Satara,Satara,Onion,Other,1500,1900,1700.0
2024-01-16,Nagpur,Ramtek,Onion,Other,1800,2000,1900.0
2024-01-16,Chattrapati Sambhajinagar,Lasur Station,Onion,Other,1200,1750,1500.0
2024-01-16,Ahmednagar,Kopargaon,Onion,Red,500,1571,1475.0
2024-01-16,Pune,Khed(Chakan),Onion,Other,1400,2000,1700.0
2024-01-16,Pune,Pune(Manjri),Onion,Local,1300,2200,1700.0
2024-01-16,Pune,Manchar,Onion,Other,1300,2510,1905.0
2024-01-16,Mumbai,Vashi New Mumbai,Onion,Other,1500,2300,1900.0
2024-01-16,Satara,Karad,Onion,Other,1500,2000,2000.0
2024-01-16,Nagpur,Nagpur,Onion,White,1600,2000,1900.0
2024-01-16,Pune,Pune,Onion,Local,600,2000,1300.0
2024-01-16,Pune,Junnar(Alephata),Onion,Other,900,2510,1900.0
2024-01-16,Raigad,Karjat(Raigad),Onion,1st Sort,200,1900,1100.0
2024-01-16,Dharashiv(Usmanabad),Dharashiv,Onion,Red,600,1500,1050.0
2024-01-16,Nagpur,Kamthi,Onion,Local,1500,2500,2000.0
2024-01-16,Sholapur,Solapur,Onion,Red,100,3200,1400.0
2024-01-16,Kolhapur,Vadgaonpeth,Onion,Local,1500,3500,2000.0
2024-01-16,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,500,2000,1250.0
2024-01-17,Nashik,Lasalgaon,Onion,Red,600,1675,1551.0
2024-01-17,Nagpur,Nagpur,Onion,Red,1500,2000,1875.0
2024-01-17,Nagpur,Kamthi,Onion,Local,1500,2500,2000.0
2024-01-17,Kolhapur,Vadgaonpeth,Onion,Local,1000,2000,1500.0
2024-01-17,Nashik,Devala,Onion,Red,200,1900,1700.0
2024-01-17,Ahmednagar,Shrigonda,Onion,Other,300,1700,1400.0
2024-01-17,Pune,Junnar(Narayangaon),Onion,Other,500,2500,1500.0
2024-01-17,Nashik,Lasalgaon(Vinchur),Onion,Red,600,1675,1550.0
2024-01-17,Chandrapur,Chandrapur(Ganjwad),Onion,Other,2000,2500,2250.0
2024-01-17,Nashik,Chandvad,Onion,Red,600,1691,1460.0
2024-01-17,Jalgaon,Yawal,Onion,Red,500,900,610.0
2024-01-17,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,400,2400,1400.0
2024-01-17,Sholapur,Mangal Wedha,Onion,Local,290,2000,1600.0
2024-01-17,Ahmednagar,Kopargaon,Onion,Red,500,1650,1475.0
2024-01-17,Jalgaon,Jalgaon,Onion,Red,350,1425,950.0
2024-01-17,Pune,Pune,Onion,Local,600,2000,1300.0
2024-01-17,Nashik,Nandgaon,Onion,Red,151,1625,1450.0
2024-01-17,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,500,1900,1200.0
2024-01-17,Kolhapur,Kolhapur,Onion,Other,500,2800,1500.0
